Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
internal_long_Peribunya_RDRP_1_1_internal_20	3084	119	197	973	311	985	108	18	81
internal_long_Peribunya_RDRP_1_1_internal_21	6720	0	0	6393	0	1950	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_22	4288	166	103	1699	237	605	104	87	96
internal_long_Peribunya_RDRP_1_1_internal_23	3773	121	254	2949	195	1080	286	141	22
internal_long_Peribunya_RDRP_1_1_internal_24	757	0	481	1047	0	1183	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_25	3259	0	0	947	0	1255	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_26	2230	0	605	1801	0	843	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_27	2027	0	420	1581	0	978	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_28	3733	84	248	2261	478	1107	103	134	45
internal_long_Peribunya_RDRP_1_1_internal_29	4495	203	90	5454	910	1525	558	296	1
internal_long_Peribunya_RDRP_1_1_internal_3	3382	0	828	2169	0	1850	745	0	0
internal_long_Peribunya_RDRP_1_1_internal_30	4408	237	112	4252	340	1879	445	175	49
internal_long_Peribunya_RDRP_1_1_internal_31	2375	25	172	1798	207	1008	48	180	24
internal_long_Peribunya_RDRP_1_1_internal_32	2441	0	750	1375	0	1451	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_33	1684	0	0	1425	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_34	1497	0	245	1186	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_35	2961	0	354	1818	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_36	2387	0	0	1412	0	936	1136	0	0
internal_long_Peribunya_RDRP_1_1_internal_37	1883	2	287	710	42	172	319	8	27
internal_long_Peribunya_RDRP_1_1_internal_38	3986	156	302	2072	466	970	280	132	39
internal_long_Peribunya_RDRP_1_1_internal_39	1017	0	286	1144	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_4	2690	0	284	380	0	487	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_40	1193	0	279	1240	0	428	347	0	0
internal_long_Peribunya_RDRP_1_1_internal_41	3649	228	201	1324	284	789	118	68	50
internal_long_Peribunya_RDRP_1_1_internal_42	7547	0	0	3358	0	631	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_43	1513	0	0	795	0	541	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_44	4933	73	641	2508	646	1051	902	54	90
internal_long_Peribunya_RDRP_1_1_internal_45	1081	0	359	877	0	173	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_46	3571	52	253	644	407	444	230	62	72
internal_long_Peribunya_RDRP_1_1_internal_47	1463	0	384	432	0	550	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_48	2299	0	687	3302	0	1443	584	0	0
internal_long_Peribunya_RDRP_1_1_internal_49	2474	0	479	1816	0	475	699	0	0
internal_long_Peribunya_RDRP_1_1_internal_5	5308	0	0	5806	1398	2050	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_50	3243	0	404	1083	0	400	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_51	4069	113	168	1164	4	379	396	155	48
internal_long_Peribunya_RDRP_1_1_internal_52	1967	64	160	182	237	865	122	27	33
internal_long_Peribunya_RDRP_1_1_internal_53	1115	0	0	1199	0	783	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_54	2381	0	342	1571	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_55	5789	0	0	2041	0	1509	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_56	3138	202	181	1208	497	1239	300	159	43
internal_long_Peribunya_RDRP_1_1_internal_57	3611	0	608	1586	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_58	5101	0	1351	3169	0	1894	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_59	2895	88	164	472	28	104	63	78	27
internal_long_Peribunya_RDRP_1_1_internal_6	3488	206	286	3354	233	2031	48	96	102
internal_long_Peribunya_RDRP_1_1_internal_60	635	0	0	1198	0	402	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_61	2336	0	709	834	0	1490	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_62	2513	0	467	915	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_63	3590	81	404	449	321	660	238	28	75
internal_long_Peribunya_RDRP_1_1_internal_64	3717	0	671	2028	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_65	3569	103	230	4464	942	1623	554	149	72
internal_long_Peribunya_RDRP_1_1_internal_66	7422	1023	0	4564	0	1584	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_67	5549	1269	0	6256	0	1834	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_68	6743	1188	0	5032	0	1374	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_69	4128	0	0	1681	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_7	1931	133	90	269	297	599	204	66	25
internal_long_Peribunya_RDRP_1_1_internal_70	1865	0	885	2123	0	1771	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_71	5241	0	769	2951	0	1644	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_72	542	0	225	747	0	375	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_73	3606	0	0	3991	0	978	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_74	5209	0	648	4057	0	1351	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_75	4192	149	303	4247	260	1549	348	107	63
internal_long_Peribunya_RDRP_1_1_internal_76	2603	34	251	1359	218	730	55	16	63
internal_long_Peribunya_RDRP_1_1_internal_77	7008	0	0	2230	0	598	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_78	4148	0	0	2451	0	616	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_79	3430	0	0	4716	1672	2313	958	0	0
internal_long_Peribunya_RDRP_1_1_internal_8	3184	47	159	2248	256	712	325	103	35
internal_long_Peribunya_RDRP_1_1_internal_80	3721	168	101	4276	198	1498	469	228	65
internal_long_Peribunya_RDRP_1_1_internal_81	4149	238	229	2835	648	1488	284	43	77
internal_long_Peribunya_RDRP_1_1_internal_82	3711	52	387	3100	280	1610	224	53	93
internal_long_Peribunya_RDRP_1_1_internal_83	2417	0	0	6086	1713	2264	1150	0	0
internal_long_Peribunya_RDRP_1_1_internal_84	4219	317	105	4107	714	1494	677	245	28
internal_long_Peribunya_RDRP_1_1_internal_85	1036	0	229	116	0	265	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_86	5664	0	0	1553	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_87	5689	0	0	6443	1396	1780	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_88	3363	207	341	7601	872	2640	136	96	122
internal_long_Peribunya_RDRP_1_1_internal_89	4639	0	0	3432	0	766	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_9	2786	0	572	1372	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_90	3839	161	78	4344	306	1747	145	249	104
internal_long_Peribunya_RDRP_1_1_internal_91	3361	0	0	1506	0	418	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_92	5694	0	0	4759	0	1420	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_93	5213	0	0	3093	0	1527	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_94	3840	0	0	3538	948	1447	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_95	5319	0	0	827	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_96	3575	0	737	3229	0	1505	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_97	3939	0	0	3175	0	1407	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_98	5076	0	0	3920	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_99	1294	0	0	1655	0	887	0	0	0
internal_long_Phenui_GC_1_internal_1	143	0	222	0	93	0	0	95	39
internal_long_Phenui_GC_1_internal_2	32	48	98	3	40	4	13	36	18
internal_long_Phenui_GN_2_internal_1	33	0	135	0	0	46	0	82	66
internal_long_Phenui_L_1_internal_1	128	521	107	0	0	47	0	122	159
internal_long_Phenui_L_1_internal_10	256	4574	600	752	0	498	0	1514	605
internal_long_Phenui_L_1_internal_100	238	2401	263	347	128	278	143	873	327
internal_long_Phenui_L_1_internal_101	76	470	2	77	23	67	87	288	200
internal_long_Phenui_L_1_internal_102	420	2241	304	222	0	285	0	980	599
internal_long_Phenui_L_1_internal_103	431	4804	0	655	0	329	0	1524	669
internal_long_Phenui_L_1_internal_104	0	5912	0	1177	0	776	0	2041	783
internal_long_Phenui_L_1_internal_105	128	1208	398	116	0	108	0	359	285
internal_long_Phenui_L_1_internal_106	446	3810	236	460	85	341	42	1197	622
internal_long_Phenui_L_1_internal_107	349	2328	386	387	0	240	0	927	545
internal_long_Phenui_L_1_internal_11	101	778	139	58	24	110	26	287	267
internal_long_Phenui_L_1_internal_12	352	5660	0	765	703	714	0	1822	776
internal_long_Phenui_L_1_internal_13	138	302	167	0	0	0	0	108	76
internal_long_Phenui_L_1_internal_14	147	672	0	0	0	61	0	229	170
internal_long_Phenui_L_1_internal_15	75	312	166	45	0	71	0	134	91
internal_long_Phenui_L_1_internal_16	129	556	0	0	0	0	0	264	111
internal_long_Phenui_L_1_internal_17	79	330	0	0	0	0	77	254	111
internal_long_Phenui_L_1_internal_18	460	3229	8	395	191	425	111	1462	518
internal_long_Phenui_L_1_internal_19	117	341	169	0	0	64	0	172	41
internal_long_Phenui_L_1_internal_2	123	376	153	45	1	31	20	113	23
internal_long_Phenui_L_1_internal_20	88	335	96	0	0	94	0	349	0
internal_long_Phenui_L_1_internal_21	0	5792	0	1236	777	762	0	2227	518
internal_long_Phenui_L_1_internal_22	469	3354	0	344	0	268	0	1226	803
internal_long_Phenui_L_1_internal_23	127	923	207	100	8	122	32	271	26
internal_long_Phenui_L_1_internal_24	238	1209	243	147	0	0	0	491	430
internal_long_Phenui_L_1_internal_25	506	5607	0	857	704	622	0	2011	442
internal_long_Phenui_L_1_internal_26	363	2832	152	244	213	315	111	912	638
internal_long_Phenui_L_1_internal_27	508	3861	0	493	0	435	0	1774	709
internal_long_Phenui_L_1_internal_28	0	6350	0	1088	952	579	0	2127	459
internal_long_Phenui_L_1_internal_29	191	878	0	77	0	0	0	396	114
internal_long_Phenui_L_1_internal_3	103	270	218	39	0	33	0	78	52
internal_long_Phenui_L_1_internal_30	98	1112	212	88	0	115	0	248	194
internal_long_Phenui_L_1_internal_31	283	1762	0	151	0	0	0	597	284
internal_long_Phenui_L_1_internal_32	303	2174	420	357	0	238	0	835	563
internal_long_Phenui_L_1_internal_33	196	1038	142	88	27	98	7	357	222
internal_long_Phenui_L_1_internal_34	382	1914	45	209	217	148	102	581	415
internal_long_Phenui_L_1_internal_35	0	6892	0	1275	0	622	0	2399	459
internal_long_Phenui_L_1_internal_36	326	3681	382	465	0	281	0	1098	499
internal_long_Phenui_L_1_internal_37	180	1171	288	146	0	133	0	573	146
internal_long_Phenui_L_1_internal_38	0	6301	0	1411	0	624	0	2408	674
internal_long_Phenui_L_1_internal_39	328	5711	0	830	647	444	0	2047	622
internal_long_Phenui_L_1_internal_4	116	913	237	93	0	124	0	389	192
internal_long_Phenui_L_1_internal_40	552	2373	0	0	0	234	0	1179	705
internal_long_Phenui_L_1_internal_41	184	441	257	0	0	0	0	0	216
internal_long_Phenui_L_1_internal_42	234	1646	275	191	0	138	0	664	314
internal_long_Phenui_L_1_internal_43	142	791	201	143	37	128	23	261	230
internal_long_Phenui_L_1_internal_44	181	1492	567	261	0	141	0	755	160
internal_long_Phenui_L_1_internal_45	0	5436	0	990	0	781	0	1930	746
internal_long_Phenui_L_1_internal_46	410	4014	0	347	0	396	0	1265	461
internal_long_Phenui_L_1_internal_47	320	1562	279	0	0	93	0	452	216
internal_long_Phenui_L_1_internal_48	285	1845	61	106	68	138	81	423	570
internal_long_Phenui_L_1_internal_49	287	2511	0	309	0	334	0	1097	398
internal_long_Phenui_L_1_internal_5	225	984	371	0	0	91	0	472	280
internal_long_Phenui_L_1_internal_50	585	4678	0	529	0	525	0	1874	691
internal_long_Phenui_L_1_internal_51	263	1699	293	177	0	194	0	588	571
internal_long_Phenui_L_1_internal_52	196	1794	310	160	0	175	0	449	196
internal_long_Phenui_L_1_internal_53	338	3033	0	317	0	261	0	1098	776
internal_long_Phenui_L_1_internal_54	221	1446	0	0	0	109	0	555	267
internal_long_Phenui_L_1_internal_55	0	1624	381	300	0	210	0	560	188
internal_long_Phenui_L_1_internal_56	86	916	160	92	0	134	0	332	117
internal_long_Phenui_L_1_internal_57	390	1533	0	0	0	0	0	430	347
internal_long_Phenui_L_1_internal_58	146	2104	143	209	21	268	171	671	325
internal_long_Phenui_L_1_internal_59	85	432	0	0	0	53	0	0	188
internal_long_Phenui_L_1_internal_6	397	2960	377	260	0	225	0	1154	451
internal_long_Phenui_L_1_internal_60	231	1172	0	0	0	0	0	277	254
internal_long_Phenui_L_1_internal_61	264	1945	306	204	0	251	0	668	279
internal_long_Phenui_L_1_internal_62	317	1733	0	0	0	0	0	390	585
internal_long_Phenui_L_1_internal_63	248	2635	0	241	0	286	0	1199	452
internal_long_Phenui_L_1_internal_64	447	3559	346	427	138	527	48	1221	446
internal_long_Phenui_L_1_internal_65	225	1923	196	160	0	128	0	844	178
internal_long_Phenui_L_1_internal_66	430	4331	0	546	0	379	0	1495	738
internal_long_Phenui_L_1_internal_67	203	1898	262	244	64	265	25	744	435
internal_long_Phenui_L_1_internal_68	414	5200	0	649	0	455	0	1931	481
internal_long_Phenui_L_1_internal_69	313	2013	287	184	0	118	0	719	423
internal_long_Phenui_L_1_internal_7	531	3477	485	405	0	276	0	1398	661
internal_long_Phenui_L_1_internal_70	158	1105	317	138	0	97	0	300	144
internal_long_Phenui_L_1_internal_71	83	332	19	30	21	14	14	160	95
internal_long_Phenui_L_1_internal_72	87	490	0	0	0	54	0	206	221
internal_long_Phenui_L_1_internal_73	39	348	110	0	0	48	0	98	127
internal_long_Phenui_L_1_internal_74	320	1541	324	0	0	121	0	361	369
internal_long_Phenui_L_1_internal_75	321	2267	0	345	0	245	0	830	581
internal_long_Phenui_L_1_internal_76	176	1795	353	234	0	259	0	862	244
internal_long_Phenui_L_1_internal_77	0	6183	0	1140	902	696	0	1919	547
internal_long_Phenui_L_1_internal_78	380	4835	0	516	0	537	0	1932	619
internal_long_Phenui_L_1_internal_79	0	5778	0	1003	657	806	0	1932	605
internal_long_Phenui_L_1_internal_8	329	2887	330	518	177	301	6	1062	470
internal_long_Phenui_L_1_internal_80	299	1473	355	231	0	125	0	637	284
internal_long_Phenui_L_1_internal_81	250	930	167	33	6	116	28	338	173
internal_long_Phenui_L_1_internal_82	348	2797	254	373	139	338	3	601	845
internal_long_Phenui_L_1_internal_83	236	1896	248	213	0	139	0	826	386
internal_long_Phenui_L_1_internal_84	553	3541	0	489	0	247	0	1531	697
internal_long_Phenui_L_1_internal_85	0	5908	0	1098	684	728	0	2140	642
internal_long_Phenui_L_1_internal_86	365	1728	154	167	22	174	14	659	481
internal_long_Phenui_L_1_internal_87	388	3799	187	399	215	490	23	1285	618
internal_long_Phenui_L_1_internal_88	169	340	0	0	0	0	0	287	225
internal_long_Phenui_L_1_internal_89	0	5348	0	1000	0	786	0	1754	729
internal_long_Phenui_L_1_internal_9	307	2075	338	325	0	160	0	882	357
internal_long_Phenui_L_1_internal_90	548	2407	522	221	0	257	0	947	250
internal_long_Phenui_L_1_internal_91	308	1922	263	256	0	260	0	769	400
internal_long_Phenui_L_1_internal_92	109	437	92	47	32	11	50	166	205
internal_long_Phenui_L_1_internal_93	291	1600	188	127	0	142	0	567	249
internal_long_Phenui_L_1_internal_94	486	4620	0	553	515	478	0	1584	457
internal_long_Phenui_L_1_internal_95	0	6213	0	1408	941	683	0	2297	810
internal_long_Phenui_L_1_internal_96	494	2755	346	367	0	344	0	1490	483
internal_long_Phenui_L_1_internal_97	0	6064	0	1284	0	826	0	2051	818
internal_long_Phenui_L_1_internal_98	273	2913	162	504	147	386	26	1018	550
internal_long_Phenui_L_1_internal_99	306	1851	0	0	0	204	0	613	584
internal_long_Phenui_NSS_1_internal_1	0	107	0	0	0	0	70	0	179
internal_long_Phenui_NSS_3_internal_1	249	468	534	0	0	148	0	123	0
internal_long_Phenui_NS_1_internal_1	61	157	0	72	236	30	0	72	0
internal_long_Phenui_NS_1_internal_2	596	678	0	236	735	0	403	353	0
internal_long_Phenui_NS_2_internal_1	54	178	170	0	0	94	0	77	52
internal_long_Phenui_NS_3_internal_1	0	199	0	154	0	0	0	384	106
internal_long_Phenui_N_1_internal_1	97	354	0	91	0	0	0	557	0
internal_long_Phenui_N_1_internal_10	0	303	81	67	0	48	0	299	0
internal_long_Phenui_N_1_internal_11	0	456	115	57	0	86	0	500	0
internal_long_Phenui_N_1_internal_12	0	789	0	230	297	105	0	786	143
internal_long_Phenui_N_1_internal_13	0	241	0	48	144	0	0	225	73
internal_long_Phenui_N_1_internal_14	0	370	0	123	357	75	0	436	81
internal_long_Phenui_N_1_internal_15	0	569	0	130	238	0	0	576	0
internal_long_Phenui_N_1_internal_2	0	1547	0	497	923	208	0	1554	371
internal_long_Phenui_N_1_internal_3	79	412	0	103	169	71	0	626	87
internal_long_Phenui_N_1_internal_4	0	225	0	70	119	0	0	353	61
internal_long_Phenui_N_1_internal_5	0	355	0	134	294	51	0	414	0
internal_long_Phenui_N_1_internal_6	0	198	0	62	99	74	0	271	76
internal_long_Phenui_N_1_internal_7	0	358	0	139	127	0	0	331	67
internal_long_Phenui_N_1_internal_8	0	637	0	94	0	0	0	491	0
internal_long_Phenui_N_1_internal_9	79	345	0	0	0	0	0	401	0
internal_long_Picorna_1B_VP2__1_internal_1	105	0	247	0	0	108	139	0	88
internal_long_Picorna_1B_VP2__1_internal_2	18	39	33	0	0	88	0	25	0
internal_long_Picorna_1C_VP3__1_internal_1	14	77	12	18	279	83	95	89	26
internal_long_Picorna_1C_VP3__1_internal_2	41	0	110	0	196	137	143	0	65
internal_long_Picorna_1D_1_internal_1	102	0	122	76	284	0	104	0	89
internal_long_Picorna_1D_VP1__1_internal_1	37	69	51	76	121	134	50	64	153
internal_long_Picorna_1D_VP1__1_internal_2	189	173	0	0	198	254	0	0	240
internal_long_Picorna_1D_VP1__1_internal_3	14	82	27	188	95	90	141	101	77
internal_long_Picorna_1D_VP1__2_internal_1	83	0	139	0	145	91	149	0	87
internal_long_Picorna_1D_VP1__2_internal_2	0	0	183	0	0	185	210	0	52
internal_long_Picorna_1D_VP1__2_internal_3	89	0	320	0	300	207	258	0	107
internal_long_Picorna_1D_VP1__3_internal_1	43	0	94	0	0	27	113	0	78
internal_long_Picorna_2A_1_internal_1	0	292	175	0	215	0	0	0	199
internal_long_Picorna_2A_2_internal_1	43	127	223	0	0	0	157	0	140
internal_long_Picorna_2A_2_internal_2	0	67	143	0	87	0	82	0	86
internal_long_Picorna_2A_3_internal_1	0	0	188	0	0	26	66	64	46
internal_long_Picorna_2A_4_internal_1	17	75	38	20	83	17	258	81	70
internal_long_Picorna_2A_5_internal_1	117	0	151	0	0	37	88	0	62
internal_long_Picorna_2A_6_internal_1	0	0	0	0	48	0	43	0	48
internal_long_Picorna_2B_10_internal_1	0	0	162	0	151	52	117	0	222
internal_long_Picorna_2B_1_internal_1	41	125	0	0	0	0	0	0	300
internal_long_Picorna_2B_2_internal_1	27	62	133	35	178	62	97	76	76
internal_long_Picorna_2B_3_internal_1	32	213	87	0	164	0	0	0	161
internal_long_Picorna_2B_3_internal_2	0	231	0	0	0	0	0	0	90
internal_long_Picorna_2B_4_internal_1	14	0	58	0	25	15	0	23	0
internal_long_Picorna_2B_5_internal_1	0	0	44	0	57	0	89	38	17
internal_long_Picorna_2B_6_internal_1	9	0	52	0	0	0	60	0	17
internal_long_Picorna_2B_8_internal_1	0	21	40	0	47	9	0	0	19
internal_long_Picorna_2C_2_internal_1	24	0	70	0	98	0	77	0	23
internal_long_Picorna_2C_4_internal_1	57	0	221	0	0	0	129	0	138
internal_long_Picorna_2C_8_internal_1	30	0	146	0	95	34	155	0	210
internal_long_Picorna_2C_8_internal_2	0	174	225	0	138	73	203	0	227
internal_long_Picorna_2C_8_internal_3	46	114	224	0	0	40	121	0	114
internal_long_Picorna_2C_8_internal_4	54	177	243	0	0	0	215	0	151
internal_long_Picorna_2C_8_internal_5	32	168	371	0	0	0	143	0	40
internal_long_Picorna_2C_9_internal_1	0	397	0	0	0	0	0	713	306
internal_long_Picorna_2C_9_internal_2	0	0	307	0	0	0	0	374	188
internal_long_Picorna_2C_9_internal_3	0	750	639	0	0	0	0	940	0
internal_long_Picorna_3A_10_internal_1	0	0	155	0	0	0	93	0	130
internal_long_Picorna_3A_1_internal_1	0	0	420	0	0	0	0	0	261
internal_long_Picorna_3A_2_internal_1	42	0	138	0	165	0	0	226	80
internal_long_Picorna_3A_2_internal_2	47	0	280	0	0	0	0	274	0
internal_long_Picorna_3A_2_internal_3	31	0	408	0	0	0	0	84	68
internal_long_Picorna_3A_2_internal_4	0	0	184	0	67	0	0	129	0
internal_long_Picorna_3A_3_internal_1	0	84	0	0	0	18	112	0	47
internal_long_Picorna_3A_4_internal_1	0	0	115	0	0	39	203	122	153
internal_long_Picorna_3A_4_internal_2	0	0	30	0	31	0	55	0	0
internal_long_Picorna_3A_7_internal_1	17	22	118	15	209	55	128	52	1
internal_long_Picorna_3A_8_internal_1	0	80	182	0	126	0	0	0	77
internal_long_Picorna_3B_2_internal_1	0	0	272	0	281	0	0	0	0
internal_long_Picorna_3B_VPG__1_internal_1	0	0	194	0	0	0	50	0	0
internal_long_Picorna_3B_VPG__3_internal_1	12	0	0	0	47	0	31	17	9
internal_long_Picorna_3B_VPG__4_internal_1	0	0	42	0	61	0	24	30	0
internal_long_Picorna_3C_1_internal_1	0	240	116	0	0	0	0	0	296
internal_long_Picorna_3C_2_internal_1	0	0	216	0	134	70	119	62	37
internal_long_Picorna_3C_2_internal_2	0	0	180	0	156	77	112	67	32
internal_long_Picorna_3C_2_internal_3	9	0	52	0	32	25	34	0	20
internal_long_Picorna_3C_3_internal_1	38	0	95	0	167	178	95	66	55
internal_long_Picorna_3C_4_internal_1	14	0	0	0	65	0	43	29	50
internal_long_Picorna_3C_5_internal_1	0	0	84	0	181	0	0	0	290
internal_long_Picorna_3C_5_internal_2	34	0	176	0	222	0	0	137	224
internal_long_Picorna_3C_5_internal_3	0	45	0	0	57	0	0	46	45
internal_long_Picorna_3C_6_internal_1	10	51	4	20	189	76	107	65	171
internal_long_Picorna_3C_6_internal_2	0	0	125	0	104	0	112	93	213
internal_long_Picorna_3C_6_internal_3	8	18	54	2	6	11	13	5	44
internal_long_Picorna_3C_7_internal_1	69	0	124	0	154	0	0	96	234
internal_long_Picorna_3D_10_internal_1	14	29	127	5	119	41	60	67	50
internal_long_Picorna_3D_11_internal_1	0	0	158	0	165	0	280	68	0
internal_long_Picorna_3D_11_internal_2	0	0	247	0	0	0	450	0	0
internal_long_Picorna_3D_11_internal_3	0	0	130	0	148	0	232	0	0
internal_long_Picorna_3D_12_internal_1	0	0	123	0	84	0	147	0	51
internal_long_Picorna_3D_14_internal_1	85	0	142	0	0	131	90	0	197
internal_long_Picorna_3D_15_internal_1	0	0	0	0	0	268	458	209	175
internal_long_Picorna_3D_17_internal_1	17	36	163	13	38	14	86	130	66
internal_long_Picorna_3D_18_internal_1	8	0	39	0	24	0	25	0	23
internal_long_Picorna_3D_1_internal_1	85	44	27	3	142	20	234	52	67
internal_long_Picorna_3D_1_internal_2	62	0	153	0	0	0	348	0	113
